"","City","ProtestCount"
"2878","Surprise, AZ",1
"2879","Suwanee, GA",1
"2880","Swampscott, MA",10
"2881","Swartz Creek, MI",1
"2882","Sweetwater, TN",1
"2883","Sykesville, MD",4
"2884","Sylacauga, AL",1
"2885","Sylva, NC",1
"2886","Syracuse, NY",17
"2887","Tacoma, WA",12
"2888","Tahlequah, OK",5
"2889","Takoma Park, MD",3
"2890","Talkeetna, AK",1
"2891","Talladega, AL",2
"2892","Tallahasee, FL",3
"2893","Tallahassee, FL",24
"2894","Tallmadge, OH",1
"2895","Tamaqua, PA",1
"2896","Tampa, FL",37
"2897","Tamuning, GU",2
"2898","Taneytown, MD",1
"2899","Taos, NM",1
"2900","Tarrytown, NY",3
"2901","Taunton, MA",1
"2902","Taunton, MD",1
"2903","Tavares, FL",1
"2904","Taylor, MI",1
"2905","Taylorsville, UT",1
"2906","Taylorville, IL",1
"2907","Teaneck, NJ",1
"2908","Tecumseh, MI",1
"2909","Tehachapi, CA",1
"2910","Telluride, CO",2
"2911","Temecula, CA",4
"2912","Tempe, AZ",5
"2913","Temple City, CA",1
"2914","Temple Terrace, FL",1
"2915","Temple, TX",4
"2916","Terre Haute, IN",7
"2917","Texarkana, TX",7
"2918","The Dalles, OR",1
"2919","The Woodlands, TX",2
"2920","Thibodaux, LA",1
"2921","Thomaston, CT",1
"2922","Thomasville, GA",5
"2923","Thomson, GA",2
"2924","Thousand Oaks, CA",5
"2925","Tiburon, CA",2
"2926","Tiffin, OH",1
"2927","Timonium, MD",1
"2928","Tinley Park, IL",1
"2929","Tipp City, OH",1
"2930","Titusville, FL",1
"2931","Toledo, OH",3
"2932","Tolland, CT",1
"2933","Tolono, IL",1
"2934","Tomah, WI",1
"2935","Tomball, TX",1
"2936","Toms River, NJ",1
"2937","Tonawanda, NY",1
"2938","Tooele, UT",1
"2939","Topeka, KS",7
"2940","Topsham, ME",1
"2941","Torrance, CA",5
"2942","Torrington, CT",3
"2943","Torrington, WY",1
"2944","Towson, MD",9
"2945","Tracy, CA",2
"2946","Traverse City, MI",2
"2947","Trenton, NJ",4
"2948","Trotwood, OH",1
"2949","Troutdale, OR",1
"2950","Troy, AL",2
"2951","Troy, MI",3
"2952","Troy, NY",4
"2953","Troy, OH",1
"2954","Truckee, CA",2
"2955","Trumbull, CT",4
"2956","Truth or Consequences, NM",1
"2957","Tualatin, OR",2
"2958","Tuckahoe, VA",1
"2959","Tucson, AZ",19
"2960","Tulsa, OK",14
"2961","Tumwater, WA",1
"2962","Tunica, LA",1
"2963","Tunkhannock, PA",2
"2964","Tupelo, MS",3
"2965","Tupper Lake, NY",1
"2966","Turlock, CA",4
"2967","Turners Falls, MA",1
"2968","Tuscaloosa, AL",2
"2969","Tuscola, IL",3
"2970","Tuscon, AZ",2
"2971","Tuskegee, AL",2
"2972","Twin Falls, ID",4
"2973","Twisp, WA",1
"2974","Tybee Island, GA",1
"2975","Tyler, TX",7
"2976","Tyrone, PA",2
"2977","Ukiah, CA",1
"2978","Unadilla, NY",1
"2979","Unalakleet, AK",1
"2980","Union City, CA",3
"2981","Union, MO",1
"2982","Uniontown, PA",1
"2983","University Park, TX",2
"2984","Upland, CA",3
"2985","Upper Arlington, OH",1
"2986","Upper Darby, PA",11
"2987","Upper Jay, NY",1
"2988","Upper Saint Clair, PA",1
"2989","Urbana, IL",3
"2990","Urbana, MD",1
"2991","Utica, NY",1
"2992","Vacaville, CA",9
"2993","Vail, CO",1
"2994","Valdez, AK",1
"2995","Valdosta, GA",5
"2996","Valencia, CA",1
"2997","Vallejo, CA",16
"2998","Valley Center, KS",1
"2999","Valley City, ND",1
"3000","Valley Stream, NY",2
"3001","Valparaiso, IN",3
"3002","Van Wert, OH",1
"3003","Vancouver, WA",7
"3004","Vandergrift, PA",2
"3005","Vashon, WA",3
"3006","Venice Beach, CA",1
"3007","Ventura, CA",6
"3008","Vergennes, VT",1
"3009","Vernon Hills, IL",1
"3010","Vernon, CT",1
"3011","Vernon, NJ",1
"3012","Vero Beach, FL",2
"3013","Vestavia Hills, AL",1
"3014","Vicksburg, MS",1
"3015","Victor, ID",1
"3016","Victor, NY",1
"3017","Victoria, TX",5
"3018","Victorville, CA",5
"3019","Vidor, TX",1
"3020","Vienna, VA",3
"3021","Viera, FL",1
"3022","Vilonia, AK",1
"3023","Vinalhaven, ME",1
"3024","Vincennes, IN",1
"3025","Vineland, NJ",1
"3026","Vineyard Haven, MA",2
"3027","Virgina Beach, VA",1
"3028","Virginia Beach, VA",11
"3029","Virginia, MN",2
"3030","Viroqua, WI",1
"3031","Visalia, CA",5
"3032","Vista, CA",1
"3033","Waco, TX",2
"3034","Wadesboro, NC",1
"3035","Wagoner, OK",1
"3036","Waikiki, HI",3
"3037","Waitsfield, VT",1
"3038","Wakefield, RI",1
"3039","Waldo, MO",1
"3040","Walhalla, SC",5
"3041","Walker, LA",1
"3042","Walla Walla, WA",5
"3043","Wallingford, CT",3
"3044","Wallkill, NY",1
"3045","Walnut Cove, NC",1
"3046","Walnut Creek, CA",16
"3047","Walnut, CA",1
"3048","Walpole, MA",2
"3049","Waltham, MA",2
"3050","Wantagh, NY",1
"3051","Wappingers Falls, NY",1
"3052","Ware, MA",1
"3053","Warner Robins, GA",2
"3054","Warren, MI",2
"3055","Warren, OH",3
"3056","Warren, PA",2
"3057","Warrensburg, MO",1
"3058","Warrenton, VA",14
"3059","Warsaw, IN",2
"3060","Warwick, NY",3
"3061","Wasau, WI",1
"3062","Washburn, WI",1
"3063","Washington Township, MI",1
"3064","Washington, CT",1
"3065","Washington, DC",176
"3066","Washington, MO",1
"3067","Washington, PA",2
"3068","Washougal, WA",1
"3069","Waterbury, CT",5
"3070","Waterbury, VT",1
"3071","Waterford, CT",2
"3072","Waterford, NY",1
"3073","Waterloo, IA",3
"3074","Waterloo, IL",1
"3075","Watertown, CT",1
"3076","Watertown, NY",2
"3077","Watertown, SD",1
"3078","Watertown, WI",1
"3079","Waterville, ME",2
"3080","Watkins Glen, NY",1
"3081","Watsontown, PA",2
"3082","Watsonville, CA",3
"3083","Waukegan, IL",1
"3084","Waukesha, WI",2
"3085","Waupaca, WI",5
"3086","Wausau, WI",4
"3087","Wauwatosa, WI",9
"3088","Waxahachie, TX",2
"3089","Waxhaw, NC",1
"3090","Wayne, NJ",2
"3091","Wayne, PA",1
"3092","Waynesboro, GA",1
"3093","Waynesboro, PA",2
"3094","Waynesboro, VA",2
"3095","Waynesburg, PA",1
"3096","Waynesville, NC",4
"3097","Weatherford, TX",9
"3098","Weaverville, CA",1
"3099","Weaverville, NC",1
"3100","Webster Groves, MO",1
"3101","Webster, MA",1
"3102","Weirton, OH",1
"3103","Wellesley, MA",1
"3104","Wellfleet, MA",1
"3105","Wellington, FL",3
"3106","Wellington, KS",1
"3107","Wellsboro, PA",1
"3108","Wellsville, NY",1
"3109","Wenatchee, WA",5
"3110","Wendell, MA",1
"3111","Wesley Chapel, FL",1
"3112","West Allis, WI",1
"3113","West Baden, IN",1
"3114","West Bloomfield Township, MI",1
"3115","West Bloomfield, MI",3
"3116","West Chester, OH",1
"3117","West Chester, PA",9
"3118","West Conshohocken, PA",1
"3119","West Covina, CA",1
"3120","West Hartford, CT",5
"3121","West Haven, CT",2
"3122","West Haverstraw, NY",1
"3123","West Hempstead, NY",1
"3124","West Hollywood, CA",2
"3125","West Islip, NY",1
"3126","West Jefferson, NC",1
"3127","West Linn, OR",1
"3128","West Melbourne, FL",1
"3129","West Milford, NJ",1
"3130","West Newbury, MA",1
"3131","West Orange, NJ",1
"3132","West Palm Beach, FL",14
"3133","West Plains, MO",1
"3134","West Point, NY",1
"3135","West St. Paul, MN",1
"3136","West Valley City, UT",1
"3137","West View, PA",1
"3138","Westborough, MA",4
"3139","Westchester, NY",1
"3140","Westcliffe, CO",1
"3141","Westerly, RI",1
"3142","Westerville, OH",1
"3143","Westfield, MA",2
"3144","Westfield, NJ",2
"3145","Westland, MI",1
"3146","Westminster, CA",3
"3147","Westminster, MD",6
"3148","Westmoreland, NY",1
"3149","Weston, CT",1
"3150","Weston, FL",2
"3151","Westport, CT",3
"3152","Westport, NY",1
"3153","Wethersfield, CT",1
"3154","Wheaton, IL",1
"3155","Wheeling, WV",1
"3156","White Marsh, MD",1
"3157","White Plains, NY",5
"3158","White Settlement, TX",1
"3159","Whitefish, MT",10
"3160","Whitesburg, KY",2
"3161","Whitewater, WI",2
"3162","Whitman, MA",2
"3163","Whittier, CA",5
"3164","Wichita Falls, TX",3
"3165","Wichita, KS",11
"3166","Wildwood, NJ",2
"3167","Wilkes-Barre, PA",16
"3168","Wilkesboro, NC",1
"3169","Wilkinsburg, PA",3
"3170","Williamsburg, VA",20
"3171","Williamson, WV",2
"3172","Williamsport, PA",5
"3173","Williamstown, MA",4
"3174","Willingboro, NJ",3
"3175","Williston, ND",2
"3176","Willits, CA",1
"3177","Willmar, MN",1
"3178","Wilmar, MN",1
"3179","Wilmette, IL",1
"3180","Wilmington, DE",8
"3181","Wilmington, MA",1
"3182","Wilmington, NC",13
"3183","Wilmington, OH",3
"3184","Wilmington, VT",1
"3185","Wilson, NC",4
"3186","Wilton Manors, FL",1
"3187","Wilton, CT",1
"3188","Wimberley, TX",2
"3189","Winchendon, MA",1
"3190","Winchester, KY",3
"3191","Winchester, TN",1
"3192","Winchester, VA",5
"3193","Windermere, FL",3
"3194","Windham, CT",1
"3195","Windsor Locks, CT",2
"3196","Windsor, CT",2
"3197","Windsor, NH",2
"3198","Winfield, KS",4
"3199","Winnetka, IL",1
"3200","Winnsboro, LA",1
"3201","Winona, MN",1
"3202","Winslow, ME",1
"3203","Winston-Salem, NC",26
"3204","Winthrop, WA",1
"3205","Wiscasset, ME",2
"3206","Wisconsin Rapids, WI",1
"3207","Woburn, MA",1
"3208","Wolcott, CT",1
"3209","Wolfeboro, NH",1
"3210","Woodbridge, VA",2
"3211","Woodburn, OR",1
"3212","Woodbury, CT",1
"3213","Woodbury, NJ",1
"3214","Woodcliff Lake, NJ",1
"3215","Woodland, CA",3
"3216","Woodstock, CT",1
"3217","Woodstock, GA",3
"3218","Woodstock, IL",3
"3219","Woodstock, NY",2
"3220","Woodstock, VA",1
"3221","Woodstock, VT",2
"3222","Woodward, OK",1
"3223","Woonsocket, RI",1
"3224","Wooster, OH",96
"3225","Worcester, MA",10
"3226","Worthington, MN",1
"3227","Worthington, OH",2
"3228","Wyandotte, MI",1
"3229","Wyckoff, NJ",1
"3230","Wylie, TX",1
"3231","Wynnewood, PA",1
"3232","Wynnwood, FL",1
"3233","Wyoming, RI",1
"3234","Wytheville, VA",1
"3235","Xenia, OH",1
"3236","Yachats, OR",11
"3237","Yakima, WA",1
"3238","Yankton, SD",1
"3239","Yardley, PA",1
"3240","Yazoo, MS",1
"3241","Yeadon, PA",1
"3242","Yellow Springs, OH",3
"3243","Yonkers, NY",21
"3244","Yorba Linda, CA",1
"3245","York, ME",1
"3246","York, PA",10
"3247","York, SC",1
"3248","Yorktown, NY",1
"3249","Youngstown, OH",2
"3250","Ypsilanti, MI",4
"3251","Yreka, CA",1
"3252","Yucaipa, CA",9
"3253","Yucca Valley, CA",1
"3254","Yuma, AZ",1
"3255","Zachary, LA",1
"3256","Zanesville, OH",2
"3257","Zelienople, PA",1
"3258","Zephyrhills, FL",1
"3259","Zinc, AR",2
"3260","Zionsville, IN",1
