"","City","ProtestCount","GEOID","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents","CollegeEdTotal","EduRate","BlackPopPct","BlackPovRate","VictimsCountPreGF","VictimsCountPreGFBlack","VictimsCountPreGFHighThreat"
"2296","penn yan, new york",1,"3657177",4949,98,70,488,3658,254,5,4,45,751,0.205303444505194,0.0198019801980198,0.714285714285714,NA,NA,NA
"2297","pennington, new jersey",1,"3457600",2531,111,111,607,1765,420,167,136,123,1330,0.753541076487252,0.0438561833267483,1,NA,NA,NA
"2298","pennsauken, new jersey",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2299","pennsburg, pennsylvania",1,"4259120",3869,81,61,377,2581,188,24,13,247,602,0.233242929097249,0.0209356422848281,0.753086419753086,NA,NA,NA
"2300","pennwynne, pennsylvania",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2301","pensacola, florida",14,"1255925",52642,15070,14976,7534,35405,3594,1227,808,2862,13163,0.37178364637763,0.286273317883059,0.993762441937624,2,2,2
"2302","peoria, illinois",3,"1759000",113532,30783,30180,15297,74031,7578,1987,988,7656,25850,0.34917804703435,0.27113941443822,0.980411265958484,3,2,2
"2303","perkasie, pennsylvania",1,"4259384",8550,105,105,1411,5847,644,129,40,304,2224,0.380365999657944,0.012280701754386,1,NA,NA,NA
"2304","perris, california",1,"0656700",77290,7751,7593,2802,42785,1037,73,18,5182,3930,0.091854621946944,0.100284642256437,0.979615533479551,2,NA,NA
"2305","perry hall, maryland",1,"2460975",28266,3982,3982,5570,20275,2436,316,325,1501,8647,0.426485819975339,0.140875964055756,1,NA,NA,NA
"2306","perrysburg, ohio",1,"3962148",21482,351,347,4474,14260,2053,600,466,700,7593,0.532468443197756,0.016339260776464,0.988603988603989,1,NA,NA
"2307","perryville, missouri",2,"2957116",8451,95,75,632,5614,246,63,7,363,948,0.168863555397221,0.0112412732221039,0.789473684210526,NA,NA,NA
"2308","pescadero, california",1,"0656756",219,0,0,12,133,14,14,16,12,56,0.421052631578947,0,NA,NA,NA,NA
"2309","petal, mississippi",3,"2856800",10584,1391,1375,1320,6506,494,133,71,475,2018,0.310175222871196,0.131424792139078,0.988497483824587,1,1,1
"2310","petaluma, california",5,"0656784",60767,718,715,11365,43422,4220,1193,763,3709,17541,0.403965731656764,0.0118156236114997,0.995821727019499,1,NA,1
"2311","peterborough, new hampshire",5,"3360500",2971,0,0,744,2528,391,86,127,35,1348,0.533227848101266,0,NA,NA,NA,NA
"2312","petersburg, virginia",1,"5161832",31362,24044,23711,2531,21736,1387,191,194,1185,4303,0.197966507177033,0.766660289522352,0.986150390949925,NA,NA,NA
"2313","petoskey, michigan",4,"2663820",5724,48,28,892,4142,539,149,34,224,1614,0.389666827619507,0.00838574423480084,0.583333333333333,NA,NA,NA
"2314","petosky, michigan",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2315","philadelphia, nebraska",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2316","philadelphia, pennsylvania",67,"4260000",1579075,665333,651658,185849,1073453,87358,27999,17485,96057,318691,0.296883980947466,0.421343508066431,0.979446382488168,12,9,7
"2317","philadephia, pennsylvania",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2318","philipsburg, pennsylvania",1,"4260008",2719,11,11,295,2061,118,18,44,103,475,0.230470645317807,0.00404560500183891,1,NA,NA,NA
"2319","phillipsburg, new jersey",1,"3458350",14344,1474,1418,1195,9686,521,37,88,495,1841,0.190068139582903,0.102760736196319,0.962008141112619,NA,NA,NA
"2320","phoenix, alabama",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2321","phoenix, arizona",43,"0455000",1633017,116207,113532,191412,1047497,76720,20747,10970,77654,299849,0.286252848456845,0.0711609248403415,0.976980732658101,54,9,39
"2322","phoenixville, pennsylvania",1,"4260120",16895,1535,1518,3753,12354,1485,134,135,309,5507,0.445766553343047,0.0908552826279964,0.988925081433225,NA,NA,NA
"2323","pickens, south carolina",1,"4556140",3160,322,262,217,1932,72,0,8,66,297,0.153726708074534,0.101898734177215,0.813664596273292,NA,NA,NA
"2324","pickerington, ohio",1,"3962498",20631,3701,3682,3560,12823,1804,160,189,1014,5713,0.445527567651876,0.179390237991372,0.994866252364226,NA,NA,NA
"2325","pierre, south dakota",2,"4649600",13961,24,13,2426,9807,621,253,146,168,3446,0.351381666156827,0.00171907456485925,0.541666666666667,NA,NA,NA
"2326","pikeville, kentucky",1,"2160852",6810,199,122,723,4314,322,300,110,749,1455,0.337273991655076,0.0292217327459618,0.613065326633166,NA,NA,NA
"2327","pilot point, texas",3,"4857476",4364,188,183,493,2806,35,54,25,95,607,0.21632216678546,0.0430797433547204,0.973404255319149,1,NA,NA
"2328","pinckney, michigan",2,"2664140",2317,3,3,255,1495,105,22,5,165,387,0.258862876254181,0.00129477772982305,1,NA,NA,NA
"2329","pinckneyville, illinois",1,"1759884",5436,1565,35,252,4094,75,3,0,140,330,0.0806057645334636,0.287895511405445,0.0223642172523962,NA,NA,NA
"2330","pine bluff, arkansas",1,"0555310",43091,32995,30622,3371,27781,1497,247,215,3316,5330,0.191857744501638,0.765705135643174,0.928080012123049,3,2,3
"2331","pine island, minnesota",1,"2751136",3600,65,53,648,2296,209,0,5,115,862,0.375435540069686,0.0180555555555556,0.815384615384615,NA,NA,NA
"2332","pine island, new york",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2333","pine prarie, louisiana",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2334","pine, minnesota",1,"2751064",3100,61,25,285,2405,153,0,28,117,466,0.193762993762994,0.0196774193548387,0.40983606557377,NA,NA,NA
"2335","pinedale, wyoming",2,"5661580",1962,0,0,282,1421,39,4,0,20,325,0.228712174524982,0,NA,NA,NA,NA
"2336","pinole, california",3,"0657288",19279,2269,2267,3184,14759,1024,256,206,1457,4670,0.316417101429636,0.11769282639141,0.999118554429264,NA,NA,NA
"2337","piqua, ohio",1,"3962848",21028,507,502,1376,14202,517,49,36,645,1978,0.139276158287565,0.0241107095301503,0.990138067061144,NA,NA,NA
"2338","pitman, new jersey",2,"3459070",8805,307,303,1337,6007,533,64,42,585,1976,0.328949558848011,0.0348665530948325,0.986970684039088,NA,NA,NA
"2339","pittsboro, north carolina",5,"3752660",4195,802,732,811,3030,480,139,69,221,1499,0.494719471947195,0.191179976162098,0.912718204488778,NA,NA,NA
"2340","pittsburg, california",3,"0657456",71422,11018,10785,7060,46460,2173,405,196,4373,9834,0.211665949203616,0.154266192489709,0.97885278634961,2,1,1
"2341","pittsburg, kansas",1,"2056025",20171,793,656,1930,10415,976,177,170,3964,3253,0.312337974075852,0.0393138664419216,0.827238335435057,NA,NA,NA
"2342","pittsburge, pennsylvania",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2343","pittsburgh, pennsylvania",49,"4261000",302205,69589,65466,47868,206063,26903,8936,8128,34526,91835,0.445664675366271,0.23027084263993,0.940752130365431,5,5,5
"2344","pittsfield, massachusetts",8,"2553960",42766,1905,1836,5591,31531,2542,595,255,1424,8983,0.284894231074181,0.0445447317962868,0.963779527559055,1,NA,1
"2345","pittsfield, vermont",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2346","pittsford, new york",1,"3658354",1716,13,13,451,1237,349,103,39,38,942,0.761519805982215,0.00757575757575758,1,NA,NA,NA
"2347","pittston, pennsylvania",1,"4261048",7765,488,488,537,5238,196,38,4,313,775,0.147957235586102,0.0628461043142305,1,NA,NA,NA
"2348","placentia, california",1,"0657526",51818,1029,1014,8888,34748,3574,752,437,3660,13651,0.392857142857143,0.0198579644139102,0.985422740524781,NA,NA,NA
"2349","placerville, california",3,"0657540",10970,99,23,1298,7893,434,168,95,582,1995,0.252755606233371,0.00902461257976299,0.232323232323232,NA,NA,NA
"2350","plainfield, connecticut",1,"0960090",1920,63,63,99,1546,57,0,0,31,156,0.100905562742561,0.0328125,1,NA,NA,NA
"2351","plainfield, illinois",1,"1760287",43110,3122,3111,8881,25851,3677,622,485,1900,13665,0.528606243472206,0.0724193922523776,0.996476617552851,NA,NA,NA
"2352","plainfield, new hampshire",2,"3362260",249,0,0,50,215,15,0,18,10,83,0.386046511627907,0,NA,NA,NA,NA
"2353","plainfield, new jersey",1,"3459190",50362,20877,20714,3954,32789,1661,446,317,1820,6378,0.194516453688737,0.414538739525833,0.992192364803372,NA,NA,NA
"2354","plainview, new york",1,"3658442",26453,129,111,6206,18622,4192,1281,355,1126,12034,0.646224895285147,0.00487657354553359,0.86046511627907,NA,NA,NA
"2355","plainville, connecticut",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2356","plano, texas",3,"4858016",287064,24612,24488,69733,198873,34338,5874,3835,13779,113780,0.572123918279505,0.0857369785135022,0.994961807248497,2,NA,2
"2357","plant, florida",1,"1257550",39012,5668,5560,4182,26145,1137,326,209,1990,5854,0.223905144387072,0.145288629139752,0.980945659844742,NA,NA,NA
"2358","plattsburgh, new york",2,"3658574",19465,811,410,1703,10945,1475,260,238,3819,3676,0.335861123800822,0.0416645260724377,0.505548705302096,NA,NA,NA
"2359","pleasant hill, california",1,"0657764",34840,896,861,9470,25401,3192,739,562,2650,13963,0.549702767607575,0.0257175660160735,0.9609375,NA,NA,NA
"2360","pleasant hills, pennsylvania",1,"4261328",8113,82,67,1733,6310,692,127,60,293,2612,0.413946117274168,0.0101072353013682,0.817073170731707,NA,NA,NA
"2361","pleasant valley, new york",2,"3658684",1148,100,100,150,887,124,11,17,18,302,0.340473506200676,0.0871080139372822,1,NA,NA,NA
"2362","pleasanton, california",3,"0657792",81717,1510,1489,20152,57016,12212,1903,2731,3563,36998,0.648905570366213,0.0184784071857753,0.986092715231788,2,NA,1
"2363","plymouth meeting, pennsylvania",1,"4261688",6947,449,405,1619,5048,921,225,136,274,2901,0.574683042789223,0.0646322153447531,0.902004454342984,NA,NA,NA
"2364","plymouth, indiana",1,"1860822",10054,168,81,633,6174,385,34,8,321,1060,0.171687722708131,0.0167097672568132,0.482142857142857,NA,NA,NA
"2365","plymouth, massachusetts",1,"2554275",7081,155,155,1136,5414,490,98,25,211,1749,0.323051348356114,0.0218895636209575,1,NA,NA,NA
"2366","plymouth, michigan",3,"2665060",9124,138,116,2218,6848,1255,338,57,434,3868,0.564836448598131,0.0151249451994739,0.840579710144927,NA,NA,NA
"2367","plymouth, minnesota",1,"2751730",78134,4660,4466,19928,55413,9938,1814,1303,2271,32983,0.595221337953188,0.0596411293418998,0.958369098712446,NA,NA,NA
"2368","pocatello, idaho",3,"1664090",55525,478,420,7152,34846,2200,504,717,5450,10573,0.303420765654595,0.00860873480414228,0.878661087866109,2,NA,NA
"2369","pocomoke, maryland",1,"2462475",4075,1915,1906,408,2647,158,32,12,149,610,0.230449565545901,0.469938650306748,0.995300261096606,NA,NA,NA
"2370","point pleasant beach, new jersey",1,"3459910",4537,22,22,1212,3314,635,47,45,388,1939,0.585093542546771,0.00484901917566674,1,NA,NA,NA
"2371","point reyes, california",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2372","polson, montana",1,"3058750",4918,29,29,583,2980,269,76,12,129,940,0.315436241610738,0.00589670597803985,1,NA,NA,NA
"2373","pomfret, connecticut",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2374","pomona, california",4,"0658072",152209,8599,8140,12389,93424,3341,685,424,13882,16839,0.180242764171947,0.0564946882247436,0.946621700197697,3,2,2
"2375","pompano beach, florida",1,"1258050",110062,35462,33353,13102,81161,4800,1763,668,4057,20333,0.250526730818989,0.322200214424597,0.940527889007952,1,NA,1
"2376","ponca, oklahoma",1,"4059850",24134,838,800,2468,15848,516,104,149,819,3237,0.204252902574457,0.0347227977127704,0.954653937947494,NA,NA,NA
"2377","ponte vedra beach, florida",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2378","pontiac, illinois",1,"1761015",11688,1191,300,728,8423,179,130,24,296,1061,0.125964620681467,0.101899383983573,0.251889168765743,NA,NA,NA
"2379","pontiac, michigan",5,"2665440",59955,30385,29583,3290,37131,1251,281,82,2908,4904,0.132072930974119,0.506796764239847,0.973605397400033,NA,NA,NA
"2380","porland, oregon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2381","port allegany, pennsylvania",1,"4262088",2262,8,8,192,1513,120,7,12,50,331,0.218770654329147,0.00353669319186561,1,1,NA,1
"2382","port allen, louisiana",1,"2261790",4958,2943,2943,582,3781,115,33,0,221,730,0.19307061623909,0.59358612343687,1,1,1,NA
"2383","port angeles, washington",3,"5355365",19832,299,270,2097,13989,1222,213,112,1039,3644,0.260490385302738,0.0150766438079871,0.903010033444816,NA,NA,NA
"2384","port arthur, texas",1,"4858820",55109,21062,20670,2911,34669,811,187,143,1634,4052,0.116876748680377,0.382188027363951,0.981388282214415,1,1,NA
"2385","port clinton, ohio",1,"3964150",6197,285,268,455,4361,239,12,9,125,715,0.163953221738133,0.0459899951589479,0.940350877192982,NA,NA,NA
"2386","port huron, michigan",4,"2665820",29025,2312,2274,1961,19152,774,199,59,964,2993,0.156276106934002,0.0796554694229113,0.98356401384083,NA,NA,NA
"2387","port jefferson, new york",1,"3659355",7939,170,132,973,5768,1470,456,460,362,3359,0.582350901525659,0.0214132762312634,0.776470588235294,NA,NA,NA
"2388","port jervis, new york",1,"3659388",8595,498,483,764,6300,474,91,35,140,1364,0.216507936507937,0.0579406631762653,0.969879518072289,1,NA,NA
"2389","port orange, florida",1,"1258575",62726,3667,3645,7512,46165,3318,611,465,3689,11906,0.25790100725658,0.0584606064470873,0.994000545404963,2,NA,2
"2390","port orchard, washington",1,"5355785",14062,641,568,1634,9673,901,63,27,634,2625,0.271373927426858,0.0455838429810838,0.886115444617785,NA,NA,NA
"2391","port saint lucie, florida",1,"1258715",189396,34731,34644,19695,133899,8016,1943,627,9461,30281,0.226148066826489,0.183377684850789,0.997495033255593,NA,NA,NA
"2392","port townsend, washington",2,"5355855",9551,57,57,2284,7539,1473,398,240,199,4395,0.582968563469956,0.00596796147000314,1,NA,NA,NA
"2393","portage, indiana",1,"1861092",36648,3317,3313,2839,25385,1083,142,62,1391,4126,0.162536931258617,0.0905097140362366,0.998794091046126,1,1,NA
"2394","portage, michigan",2,"2665560",48774,2562,2521,8838,32346,4317,806,771,2561,14732,0.455450442094849,0.0525279862221675,0.9839968774395,NA,NA,NA
"2395","portage, pennsylvania",1,"4262048",2439,9,9,206,1799,91,21,5,63,323,0.179544191217343,0.003690036900369,1,NA,NA,NA
"2396","portales, new mexico",1,"3559260",11854,487,321,1079,6179,439,18,119,1954,1655,0.267842692992394,0.0410831786738654,0.659137577002053,NA,NA,NA
"2397","porterville, california",1,"0658240",59697,374,337,2612,34445,836,376,152,3709,3976,0.115430396283931,0.00626497143910079,0.901069518716578,2,NA,2
"2398","portland, indiana",2,"1861236",5886,53,32,178,3890,95,4,31,111,308,0.0791773778920308,0.009004417261298,0.60377358490566,1,NA,NA
"2399","portland, maine",12,"2360545",66595,5626,5552,15666,49715,7315,2123,1040,4329,26144,0.525877501760032,0.084480816878144,0.98684678279417,1,1,NA
"2400","portland, oregon",188,"4159000",645291,37456,36712,144129,478991,66042,19836,11610,39283,241617,0.50442910200818,0.0580451300266082,0.980136693720632,11,5,3
"2401","portola valley, california",11,"0658380",4592,17,17,854,3311,956,457,285,157,2552,0.770764119601329,0.0037020905923345,1,NA,NA,NA
"2402","portsmouth, new hampshire",2,"3362900",21775,540,478,5776,16659,2930,608,441,767,9755,0.585569361906477,0.0247990815154994,0.885185185185185,NA,NA,NA
"2403","portsmouth, ohio",1,"3964304",20311,1275,1067,1250,13295,562,221,94,1378,2127,0.159984956750658,0.0627738663778248,0.836862745098039,NA,NA,NA
"2404","portsmouth, virginia",10,"5164000",95097,50274,48421,9067,63610,3753,686,419,4790,13925,0.218912120735733,0.528660210101265,0.963141981938974,1,1,NA
"2405","potsdam, new york",7,"3659564",9154,627,114,570,2944,510,39,335,5276,1454,0.493885869565217,0.0684946471487874,0.181818181818182,NA,NA,NA
"2406","pottstown, pennsylvania",3,"4262416",22670,5310,5234,2017,15135,840,122,99,744,3078,0.203369672943508,0.234230260255845,0.985687382297552,2,1,1
"2407","pottsville, pennsylvania",2,"4262432",13648,596,531,1118,9625,527,171,38,345,1854,0.192623376623377,0.0436694021101993,0.890939597315436,NA,NA,NA
"2408","poughkeepsie, new jersey",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2409","poughkeepsie, new york",5,"3659641",30381,11172,10953,2936,21281,1587,222,184,1753,4929,0.231615055683474,0.367729831144465,0.980397422126745,NA,NA,NA
"2410","poulsbo, washington",3,"5355995",10602,137,137,1907,7514,905,193,99,474,3104,0.413095554964067,0.0129220901716657,1,1,NA,NA
"2411","poway, california",6,"0658520",49701,786,755,10465,34329,4285,1049,759,2784,16558,0.48233272160564,0.0158145711353896,0.960559796437659,NA,NA,NA
"2412","powell, ohio",1,"3964486",13141,143,143,3451,8127,1705,667,147,489,5970,0.734588409007014,0.0108819724526292,1,NA,NA,NA
"2413","prairie du sac, wisconsin",1,"5565100",4347,0,0,618,2951,194,51,56,73,919,0.311419857675364,0,NA,NA,NA,NA
"2414","prairie grove, arkansas",1,"0557170",5845,74,74,483,4004,240,0,27,327,750,0.187312687312687,0.0126603934987169,1,NA,NA,NA
"2415","prairie, kansas",1,"2057575",22170,220,214,7137,16275,3174,1202,436,593,11949,0.734193548387097,0.0099233198015336,0.972727272727273,NA,NA,NA
"2416","prescott valley, arizona",2,"0457450",44311,317,294,4350,32178,2033,409,267,2443,7059,0.219373484989745,0.00715397982442283,0.927444794952681,NA,NA,NA
"2417","prescott, arizona",1,"0457380",42785,251,201,7305,34032,4010,798,921,4152,13034,0.382992477668077,0.00586654201238752,0.800796812749004,1,NA,1
"2418","presque isle, maine",3,"2360825",9116,66,53,1042,6352,339,173,62,690,1616,0.254408060453401,0.0072400175515577,0.803030303030303,1,NA,NA
"2419","preston, connecticut",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2420","prestonburg, kentucky",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421","prince frederick, maryland",1,"2463950",2928,767,747,280,2033,93,28,0,166,401,0.197245450073783,0.261953551912568,0.973924380704042,NA,NA,NA
"2422","princeton, illinois",1,"1761899",7603,17,12,853,5445,384,80,17,208,1334,0.244995408631772,0.00223595948967513,0.705882352941177,NA,NA,NA
"2423","princeton, indiana",1,"1862046",8684,587,520,493,5729,180,30,13,376,716,0.124978181183453,0.06759557807462,0.885860306643952,NA,NA,NA
"2424","princeton, kentucky",1,"2163138",6116,730,730,404,3839,281,48,43,123,776,0.202135972909612,0.119359058207979,1,NA,NA,NA
"2425","princeton, new jersey",1,"3460900",31000,1762,1211,4706,18582,5347,1640,3365,5362,15058,0.810354106124206,0.0568387096774194,0.687287173666288,1,NA,NA
"2426","princeton, west virginia",1,"5465692",5831,362,362,491,4079,201,6,21,132,719,0.176268693307183,0.0620819756474018,1,2,NA,NA
"2427","prineville, new mexico",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2428","prineville, oregon",6,"4159850",10035,13,13,808,6986,271,20,38,280,1137,0.162754079587747,0.0012954658694569,1,NA,NA,NA
"2429","providence, rhode island",19,"4459000",179494,30212,28710,17541,108898,9334,3185,2752,21490,32812,0.30130948226781,0.168317603931051,0.950284655103932,1,NA,1
"2430","provincetown, massachusetts",1,"2555535",2730,57,57,776,2500,371,126,111,18,1384,0.5536,0.0208791208791209,1,NA,NA,NA
"2431","provo, utah",7,"4962470",116403,997,882,14296,48109,4294,788,1360,37127,20738,0.431062794903241,0.00856507134695841,0.884653961885657,NA,NA,NA
"2432","pueblo, colorado",5,"0862000",110841,2953,2660,9679,75338,3589,653,350,6046,14271,0.189426318723619,0.0266417661334705,0.900778868946834,15,2,11
"2433","pulaski, tennessee",1,"4761040",7643,1646,1511,460,5053,241,44,31,667,776,0.15357213536513,0.215360460552139,0.917982989064399,NA,NA,NA
"2434","pulaski, wisconsin",1,"5565675",3516,33,33,344,1990,75,0,16,85,435,0.218592964824121,0.00938566552901024,1,NA,NA,NA
"2435","pullman, washington",4,"5356625",33598,1046,799,3636,12942,2617,621,1542,15041,8416,0.650285890897852,0.0311328055241383,0.763862332695985,NA,NA,NA
"2436","punta gorda, florida",2,"1259200",19571,522,515,4259,17278,1814,381,241,344,6695,0.387486977659451,0.0266721169076695,0.986590038314176,NA,NA,NA
"2437","punxsutawney, pennsylvania",2,"4262920",5770,40,10,474,4129,227,25,9,280,735,0.1780092031969,0.00693240901213172,0.25,NA,NA,NA
"2438","purcellville, virginia",1,"5165008",9897,677,614,1714,5906,1193,87,125,699,3119,0.528107009820522,0.0684045670405173,0.906942392909897,NA,NA,NA
"2439","puyallup, washington",1,"5356695",40991,1115,1059,5361,29259,2074,319,305,1832,8059,0.275436617792816,0.0272010929228367,0.949775784753363,2,NA,2
"2440","quakertown, pennsylvania",2,"4263048",8827,465,465,1026,6147,413,25,0,205,1464,0.238164958516349,0.0526792794834032,1,NA,NA,NA
"2441","quarryville, pennsylvania",1,"4263064",2749,110,110,161,1697,71,4,9,38,245,0.144372421921037,0.0400145507457257,1,NA,NA,NA
"2442","quincy, california",1,"0659080",1952,109,89,245,1337,162,0,0,357,407,0.304412864622289,0.0558401639344262,0.81651376146789,NA,NA,NA
"2443","quincy, florida",1,"1259325",7334,4359,3931,622,4834,250,39,10,230,921,0.190525444766239,0.594355058631034,0.90181234228034,1,NA,NA
"2444","quincy, illinois",2,"1762367",40280,2585,2375,4308,28014,1880,321,174,1512,6683,0.23855929178268,0.064175769612711,0.918762088974855,1,NA,NA
"2445","quincy, massachusetts",5,"2555745",94207,4835,4768,19576,73038,10189,1603,1576,4319,32944,0.451052876584791,0.0513231500843886,0.986142709410548,NA,NA,NA
"2446","quincy, washington",1,"5357115",7646,0,0,309,3769,69,0,12,303,390,0.103475723003449,0,NA,NA,NA,NA
"2447","quinlan, texas",2,"4860140",1560,20,18,134,1101,30,0,0,29,164,0.148955495004541,0.0128205128205128,0.9,1,NA,1
"2448","quitman, mississippi",1,"2860720",1974,794,760,275,1489,112,21,0,34,408,0.274009402283412,0.402228976697062,0.957178841309824,NA,NA,NA
"2449","racine, wisconsin",5,"5566000",77081,17822,17061,5406,48723,2252,127,321,3701,8106,0.166369065944215,0.231211323153566,0.957299966333745,2,1,2
"2450","radford, virginia",1,"5165392",17691,1743,901,1495,8200,1162,183,275,6826,3115,0.379878048780488,0.0985246735628286,0.516924842226047,NA,NA,NA
"2451","radnor, pennsylvania",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2452","raeford, north carolina",1,"3754580",4926,2044,1883,281,3319,200,82,20,215,583,0.175655317866827,0.414941128704832,0.921232876712329,NA,NA,NA
"2453","rahway, new jersey",1,"3461530",29543,8466,8457,4140,21069,1626,412,199,1918,6377,0.30267217238597,0.286565345428697,0.998936924167257,NA,NA,NA
"2454","raleigh, north carolina",33,"3755000",464485,134751,129501,99632,307687,40246,9634,7085,38334,156597,0.508949029370757,0.290108399625392,0.96103925017254,4,2,4
"2455","ramona, california",4,"0659346",21323,129,129,1972,14222,918,116,114,1269,3120,0.219378427787934,0.00604980537447826,1,NA,NA,NA
"2456","rancho cucamonga, california",4,"0659451",176379,17635,16906,25146,117786,11515,3136,1739,14217,41536,0.352639532711867,0.0999835581333379,0.958661752197335,NA,NA,NA
"2457","rancho mirage, california",1,"0659500",18193,438,420,4142,16554,2150,704,463,373,7459,0.450585961097016,0.0240751937558402,0.958904109589041,2,NA,2
"2458","rancho palos verdes, california",1,"0659514",42030,785,770,11171,30979,6024,2375,1359,1840,20929,0.675586687756222,0.0186771353794908,0.980891719745223,NA,NA,NA
"2459","rancho peñasquitos, california",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2460","rancho santa margarita, california",1,"0659587",48503,1548,1548,11299,32578,4100,980,264,2965,16643,0.510866228743324,0.031915551615364,1,NA,NA,NA
"2461","randallstown, massachusetts",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2462","randolph, massachusetts",1,"2556000",34064,15229,15149,4460,23956,1747,368,163,2438,6738,0.281265653698447,0.447070220760921,0.994746864534769,NA,NA,NA
"2463","randolph, vermont",1,"5058000",2158,0,0,220,1487,219,20,21,99,480,0.322797579018157,0,NA,NA,NA,NA
"2464","rantoul, illinois",1,"1762783",13218,3334,3093,792,7817,393,76,65,455,1326,0.16963029295126,0.252231805114238,0.927714457108578,NA,NA,NA
"2465","rapid, south dakota",7,"4652980",75258,956,865,10964,51432,4304,1014,591,4174,16873,0.328064240161767,0.0127029684551808,0.904811715481172,NA,NA,NA
"2466","ravenna, ohio",1,"3965592",11485,786,783,976,8105,428,13,79,646,1496,0.184577421344849,0.0684370918589464,0.99618320610687,NA,NA,NA
"2467","raymond, washington",1,"5357430",2918,0,0,269,2192,65,22,0,215,356,0.162408759124088,0,NA,NA,NA,NA
"2468","reading, massachusetts",1,"2556165",25132,107,86,5972,17828,3990,699,826,682,11487,0.64432353601077,0.00425752029285373,0.803738317757009,1,NA,NA
"2469","reading, pennsylvania",4,"4263624",88232,11267,10871,3944,51149,1218,159,196,5551,5517,0.107861346262879,0.127697434037537,0.964853110854708,2,1,1
"2470","red bank, new jersey",1,"3462430",12072,1314,1314,2155,8647,1184,309,176,182,3824,0.442234300913612,0.108846918489066,1,NA,NA,NA
"2471","red bank, south carolina",1,"4559110",10106,1015,1015,803,7102,346,0,16,519,1165,0.164038299070684,0.10043538491985,1,NA,NA,NA
"2472","red bluff, california",2,"0659892",14264,293,249,545,8724,322,21,17,782,905,0.103736817973407,0.0205412226584408,0.849829351535836,5,NA,4
"2473","red hook, new york",1,"3660895",1899,37,37,252,1196,279,31,43,238,605,0.505852842809365,0.0194839389152185,1,NA,NA,NA
"2474","red lodge, montana",1,"3061525",2212,19,18,502,1833,173,22,9,14,706,0.385160938352428,0.00858951175406872,0.947368421052632,NA,NA,NA
"2475","red oak, texas",1,"4861196",12724,4180,4115,1252,7884,547,29,57,752,1885,0.239091831557585,0.328513046211883,0.98444976076555,NA,NA,NA
"2476","red wing, minnesota",2,"2753620",16338,452,358,2053,11709,715,195,55,653,3018,0.257750448373046,0.0276655649406292,0.792035398230089,NA,NA,NA
"2477","redding, california",7,"0659920",91580,1378,1294,10661,63168,3677,1554,350,5231,16242,0.257123860182371,0.0150469534832933,0.939042089985486,7,NA,4
"2478","redlands, california",8,"0659962",71198,3870,3663,10892,48165,5821,1922,1494,5087,20129,0.417917575002595,0.0543554594230175,0.946511627906977,2,NA,1
