"","City","ProtestSize"
"2751","Sioux Falls, SD",NA
"2752","Sister Bay, GA",NA
"2753","Sisters, OR",33.25
"2754","Sitka, AK",NA
"2755","Skagway, AK",150
"2756","Skaneateles, NY",250
"2757","Skokie, IL",NA
"2758","Skowhegan, ME",35
"2759","Slidell, LA",NA
"2760","Slippery Rock, PA",92.5
"2761","Smithtown, NY",NA
"2762","Smyrna, GA",NA
"2763","Smyrna, TN",24
"2764","Snohomish, WA",350
"2765","Snoqualmie, WA",24
"2766","Solanco, PA",150
"2767","Soldotna, AK",50
"2768","Soledad, CA",100
"2769","Solona Beach, CA",200
"2770","Solvang, CA",NA
"2771","Somers Point, NJ",NA
"2772","Somers, CT",325
"2773","Somers, NY",60
"2774","Somerset, KY",NA
"2775","Somerset, PA",106
"2776","Somerville, NJ",NA
"2777","Sonoma, CA",250
"2778","Sonora, CA",NA
"2779","Souderton, PA",1100
"2780","South Bay, CA",NA
"2781","South Bend, IN",NA
"2782","South Boston, VA",200
"2783","South Brunswick, NJ",550
"2784","South Deerfield, MA",NA
"2785","South Jordan, UT",600
"2786","South Kingstown, RI",200
"2787","South Lake Tahoe, CA",NA
"2788","South Pasadena, CA",NA
"2789","South Point, KY",150
"2790","South Point, OH",NA
"2791","South Portland, ME",300
"2792","South Sacramento, CA",24
"2793","South San Francisco, CA",NA
"2794","South Windsor, CT",NA
"2795","Southampton, MA",100
"2796","Southbridge, MA",150
"2797","Southbury, CT",NA
"2798","Southfield, MI",148
"2799","Southgate, MI",NA
"2800","Southington, CT",200
"2801","Southlake, TX",NA
"2802","Southport, NC",125
"2803","Southwick, MA",NA
"2804","Sparta, IL",100
"2805","Sparta, NJ",NA
"2806","Spartanburg, SC",13
"2807","Spencer, IA",580
"2808","Spokane, WA",NA
"2809","Spotsylvania Courthouse, VA",11
"2810","Spring Hill, TN",200
"2811","Spring Hope, NC",100
"2812","Spring Township, PA",200
"2813","Spring Valley, NY",2000
"2814","Springboro, OH",NA
"2815","Springfield, IL",NA
"2816","Springfield, MA",NA
"2817","Springfield, MO",NA
"2818","Springfield, OH",361.333333333333
"2819","Springfield, OR",NA
"2820","Springfield, PA",410
"2821","St Johnsbury, VT",175
"2822","St. Anthony, MN",NA
"2823","St. John, IN",100
"2824","St. Louis Park, MN",24
"2825","St. Louis, MO",150
"2826","St. Paul, MN",200
"2827","St. Peter, MN",250
"2828","Stafford, NJ",200
"2829","Stafford, VA",150
"2830","Stamford, CT",NA
"2831","Stanardsville, VA",NA
"2832","Stanford, CA",NA
"2833","Stanwood, WA",NA
"2834","Starkville, MS",2000
"2835","State College, PA",NA
"2836","Staten Island, NY",20
"2837","Statesboro, GA",NA
"2838","Statesville, NC",NA
"2839","Staunton, VA",NA
"2840","Steamboat Springs, CO",NA
"2841","Stephenville, TX",NA
"2842","Sterling Heights, MI",7000
"2843","Sterling, CO",NA
"2844","Sterling, IL",300
"2845","Sterling, VA",2000
"2846","Steubenville, OH",28
"2847","Stevens Point, WI",600
"2848","Stevenson, WA",24
"2849","Stevensville, MD",40
"2850","Stillwater, OK",NA
"2851","Stockton, CA",NA
"2852","Stockton, NJ",300
"2853","Stockton, TX",NA
"2854","Stone Mountain, GA",NA
"2855","Stonington, CT",130
"2856","Storm Lake, IA",200
"2857","Stoughton, MA",NA
"2858","Stowe, VT",69
"2859","Strasburg, PA",38
"2860","Stratford, CT",200
"2861","Stroud Township, PA",100
"2862","Stroudsburg, PA",NA
"2863","Stuart, FL",NA
"2864","Studio City, CA",6
"2865","Sturbridge, MA",300
"2866","Sturgeon Bay, WI",200
"2867","Suffolk, VA",NA
"2868","Sulphur Springs, TX",NA
"2869","Summerville, SC",NA
"2870","Summit, NJ",1500
"2871","Sumter, SC",NA
"2872","Sun Prairie, WI",NA
"2873","Sunapee, NH",9
"2874","Sunbury, PA",65
"2875","Sunnyvale, CA",1500
"2876","Sunrise, FL",500
"2877","Superior, WI",100
"2878","Surprise, AZ",NA
"2879","Suwanee, GA",2500
"2880","Swampscott, MA",NA
"2881","Swartz Creek, MI",NA
"2882","Sweetwater, TN",NA
"2883","Sykesville, MD",NA
"2884","Sylacauga, AL",200
"2885","Sylva, NC",300
"2886","Syracuse, NY",NA
"2887","Tacoma, WA",NA
"2888","Tahlequah, OK",NA
"2889","Takoma Park, MD",NA
"2890","Talkeetna, AK",100
"2891","Talladega, AL",45
"2892","Tallahasee, FL",58
"2893","Tallahassee, FL",NA
"2894","Tallmadge, OH",20
"2895","Tamaqua, PA",NA
"2896","Tampa, FL",NA
"2897","Tamuning, GU",NA
"2898","Taneytown, MD",50
"2899","Taos, NM",200
"2900","Tarrytown, NY",131.666666666667
"2901","Taunton, MA",NA
"2902","Taunton, MD",NA
"2903","Tavares, FL",24
"2904","Taylor, MI",NA
"2905","Taylorsville, UT",NA
"2906","Taylorville, IL",200
"2907","Teaneck, NJ",50
"2908","Tecumseh, MI",150
"2909","Tehachapi, CA",36
"2910","Telluride, CO",NA
"2911","Temecula, CA",NA
"2912","Tempe, AZ",121
"2913","Temple City, CA",NA
"2914","Temple Terrace, FL",200
"2915","Temple, TX",NA
"2916","Terre Haute, IN",NA
"2917","Texarkana, TX",NA
"2918","The Dalles, OR",NA
"2919","The Woodlands, TX",150
"2920","Thibodaux, LA",100
"2921","Thomaston, CT",200
"2922","Thomasville, GA",64.6
"2923","Thomson, GA",17
"2924","Thousand Oaks, CA",155.6
"2925","Tiburon, CA",NA
"2926","Tiffin, OH",24
"2927","Timonium, MD",NA
"2928","Tinley Park, IL",150
"2929","Tipp City, OH",12
"2930","Titusville, FL",275
"2931","Toledo, OH",NA
"2932","Tolland, CT",24
"2933","Tolono, IL",24
"2934","Tomah, WI",NA
"2935","Tomball, TX",200
"2936","Toms River, NJ",200
"2937","Tonawanda, NY",80
"2938","Tooele, UT",200
"2939","Topeka, KS",NA
"2940","Topsham, ME",NA
"2941","Torrance, CA",NA
"2942","Torrington, CT",NA
"2943","Torrington, WY",100
"2944","Towson, MD",NA
"2945","Tracy, CA",175
"2946","Traverse City, MI",512
"2947","Trenton, NJ",NA
"2948","Trotwood, OH",1000
"2949","Troutdale, OR",NA
"2950","Troy, AL",NA
"2951","Troy, MI",NA
"2952","Troy, NY",3142
"2953","Troy, OH",200
"2954","Truckee, CA",NA
"2955","Trumbull, CT",NA
"2956","Truth or Consequences, NM",NA
"2957","Tualatin, OR",NA
"2958","Tuckahoe, VA",100
"2959","Tucson, AZ",NA
"2960","Tulsa, OK",NA
"2961","Tumwater, WA",200
"2962","Tunica, LA",100
"2963","Tunkhannock, PA",NA
"2964","Tupelo, MS",NA
"2965","Tupper Lake, NY",60
"2966","Turlock, CA",NA
"2967","Turners Falls, MA",100
"2968","Tuscaloosa, AL",562
"2969","Tuscola, IL",NA
"2970","Tuscon, AZ",NA
"2971","Tuskegee, AL",NA
"2972","Twin Falls, ID",NA
"2973","Twisp, WA",12
"2974","Tybee Island, GA",24
"2975","Tyler, TX",NA
"2976","Tyrone, PA",26.5
"2977","Ukiah, CA",200
"2978","Unadilla, NY",100
"2979","Unalakleet, AK",22
"2980","Union City, CA",NA
"2981","Union, MO",100
"2982","Uniontown, PA",NA
"2983","University Park, TX",23
"2984","Upland, CA",NA
"2985","Upper Arlington, OH",200
"2986","Upper Darby, PA",NA
"2987","Upper Jay, NY",NA
"2988","Upper Saint Clair, PA",400
"2989","Urbana, IL",NA
"2990","Urbana, MD",NA
"2991","Utica, NY",1000
"2992","Vacaville, CA",NA
"2993","Vail, CO",50
"2994","Valdez, AK",NA
"2995","Valdosta, GA",NA
"2996","Valencia, CA",36
"2997","Vallejo, CA",NA
"2998","Valley Center, KS",NA
"2999","Valley City, ND",78
"3000","Valley Stream, NY",112
"3001","Valparaiso, IN",NA
"3002","Van Wert, OH",NA
"3003","Vancouver, WA",114
"3004","Vandergrift, PA",109
"3005","Vashon, WA",NA
"3006","Venice Beach, CA",300
"3007","Ventura, CA",NA
"3008","Vergennes, VT",41
"3009","Vernon Hills, IL",200
"3010","Vernon, CT",NA
"3011","Vernon, NJ",NA
"3012","Vero Beach, FL",NA
"3013","Vestavia Hills, AL",800
"3014","Vicksburg, MS",350
"3015","Victor, ID",250
"3016","Victor, NY",200
"3017","Victoria, TX",NA
"3018","Victorville, CA",NA
"3019","Vidor, TX",175
"3020","Vienna, VA",NA
"3021","Viera, FL",NA
"3022","Vilonia, AK",NA
"3023","Vinalhaven, ME",35
"3024","Vincennes, IN",400
"3025","Vineland, NJ",75
"3026","Vineyard Haven, MA",NA
"3027","Virgina Beach, VA",NA
"3028","Virginia Beach, VA",NA
"3029","Virginia, MN",NA
"3030","Viroqua, WI",250
"3031","Visalia, CA",NA
"3032","Vista, CA",NA
"3033","Waco, TX",200
"3034","Wadesboro, NC",200
"3035","Wagoner, OK",150
"3036","Waikiki, HI",NA
"3037","Waitsfield, VT",100
"3038","Wakefield, RI",NA
"3039","Waldo, MO",NA
"3040","Walhalla, SC",NA
"3041","Walker, LA",NA
"3042","Walla Walla, WA",NA
"3043","Wallingford, CT",104
"3044","Wallkill, NY",400
"3045","Walnut Cove, NC",NA
"3046","Walnut Creek, CA",NA
"3047","Walnut, CA",100
"3048","Walpole, MA",76
"3049","Waltham, MA",60
"3050","Wantagh, NY",NA
"3051","Wappingers Falls, NY",42
"3052","Ware, MA",300
"3053","Warner Robins, GA",262
"3054","Warren, MI",NA
"3055","Warren, OH",466.666666666667
"3056","Warren, PA",21
"3057","Warrensburg, MO",NA
"3058","Warrenton, VA",NA
"3059","Warsaw, IN",NA
"3060","Warwick, NY",216.666666666667
"3061","Wasau, WI",62
"3062","Washburn, WI",150
"3063","Washington Township, MI",1000
"3064","Washington, CT",200
"3065","Washington, DC",NA
"3066","Washington, MO",NA
"3067","Washington, PA",NA
"3068","Washougal, WA",500
"3069","Waterbury, CT",NA
"3070","Waterbury, VT",164
"3071","Waterford, CT",NA
"3072","Waterford, NY",NA
"3073","Waterloo, IA",881.666666666667
"3074","Waterloo, IL",100
"3075","Watertown, CT",300
"3076","Watertown, NY",56
"3077","Watertown, SD",300
"3078","Watertown, WI",NA
"3079","Waterville, ME",NA
"3080","Watkins Glen, NY",40
"3081","Watsontown, PA",NA
"3082","Watsonville, CA",266.666666666667
"3083","Waukegan, IL",100
"3084","Waukesha, WI",190
"3085","Waupaca, WI",NA
"3086","Wausau, WI",87
"3087","Wauwatosa, WI",NA
"3088","Waxahachie, TX",105
"3089","Waxhaw, NC",300
"3090","Wayne, NJ",550
"3091","Wayne, PA",200
"3092","Waynesboro, GA",NA
"3093","Waynesboro, PA",70
"3094","Waynesboro, VA",150
"3095","Waynesburg, PA",NA
"3096","Waynesville, NC",NA
"3097","Weatherford, TX",NA
"3098","Weaverville, CA",NA
"3099","Weaverville, NC",24
"3100","Webster Groves, MO",300
"3101","Webster, MA",650
"3102","Weirton, OH",100
"3103","Wellesley, MA",211
"3104","Wellfleet, MA",100
"3105","Wellington, FL",NA
"3106","Wellington, KS",200
"3107","Wellsboro, PA",NA
"3108","Wellsville, NY",NA
"3109","Wenatchee, WA",NA
"3110","Wendell, MA",NA
"3111","Wesley Chapel, FL",20
"3112","West Allis, WI",NA
"3113","West Baden, IN",NA
"3114","West Bloomfield Township, MI",200
"3115","West Bloomfield, MI",NA
"3116","West Chester, OH",NA
"3117","West Chester, PA",NA
"3118","West Conshohocken, PA",250
"3119","West Covina, CA",170
"3120","West Hartford, CT",NA
"3121","West Haven, CT",362.5
"3122","West Haverstraw, NY",50
"3123","West Hempstead, NY",500
"3124","West Hollywood, CA",NA
"3125","West Islip, NY",200
"3126","West Jefferson, NC",250
"3127","West Linn, OR",12
"3128","West Melbourne, FL",175
"3129","West Milford, NJ",25
"3130","West Newbury, MA",100
"3131","West Orange, NJ",NA
"3132","West Palm Beach, FL",NA
"3133","West Plains, MO",12
"3134","West Point, NY",NA
"3135","West St. Paul, MN",NA
"3136","West Valley City, UT",75
"3137","West View, PA",8
"3138","Westborough, MA",NA
"3139","Westchester, NY",200
"3140","Westcliffe, CO",NA
"3141","Westerly, RI",60
"3142","Westerville, OH",95
"3143","Westfield, MA",NA
"3144","Westfield, NJ",NA
"3145","Westland, MI",NA
"3146","Westminster, CA",NA
"3147","Westminster, MD",NA
"3148","Westmoreland, NY",100
"3149","Weston, CT",NA
"3150","Weston, FL",162
"3151","Westport, CT",333.333333333333
"3152","Westport, NY",175
"3153","Wethersfield, CT",200
"3154","Wheaton, IL",1000
"3155","Wheeling, WV",200
"3156","White Marsh, MD",24
"3157","White Plains, NY",NA
"3158","White Settlement, TX",NA
"3159","Whitefish, MT",NA
"3160","Whitesburg, KY",NA
"3161","Whitewater, WI",NA
"3162","Whitman, MA",NA
"3163","Whittier, CA",NA
"3164","Wichita Falls, TX",NA
"3165","Wichita, KS",NA
"3166","Wildwood, NJ",NA
"3167","Wilkes-Barre, PA",NA
"3168","Wilkesboro, NC",200
"3169","Wilkinsburg, PA",213.333333333333
"3170","Williamsburg, VA",NA
"3171","Williamson, WV",NA
"3172","Williamsport, PA",NA
"3173","Williamstown, MA",NA
"3174","Willingboro, NJ",74.6666666666667
"3175","Williston, ND",62
"3176","Willits, CA",NA
"3177","Willmar, MN",14
"3178","Wilmar, MN",NA
"3179","Wilmette, IL",2000
"3180","Wilmington, DE",NA
"3181","Wilmington, MA",100
"3182","Wilmington, NC",NA
"3183","Wilmington, OH",NA
"3184","Wilmington, VT",75
"3185","Wilson, NC",NA
"3186","Wilton Manors, FL",24
"3187","Wilton, CT",1000
"3188","Wimberley, TX",130.5
"3189","Winchendon, MA",100
"3190","Winchester, KY",NA
"3191","Winchester, TN",300
"3192","Winchester, VA",NA
"3193","Windermere, FL",NA
"3194","Windham, CT",300
"3195","Windsor Locks, CT",50.5
"3196","Windsor, CT",NA
"3197","Windsor, NH",6.5
"3198","Winfield, KS",46.75
"3199","Winnetka, IL",4000
"3200","Winnsboro, LA",NA
"3201","Winona, MN",100
"3202","Winslow, ME",40
"3203","Winston-Salem, NC",NA
"3204","Winthrop, WA",NA
"3205","Wiscasset, ME",NA
"3206","Wisconsin Rapids, WI",24
"3207","Woburn, MA",200
"3208","Wolcott, CT",NA
"3209","Wolfeboro, NH",NA
"3210","Woodbridge, VA",NA
"3211","Woodburn, OR",200
"3212","Woodbury, CT",200
"3213","Woodbury, NJ",NA
"3214","Woodcliff Lake, NJ",NA
"3215","Woodland, CA",115
"3216","Woodstock, CT",NA
"3217","Woodstock, GA",73.3333333333333
"3218","Woodstock, IL",NA
"3219","Woodstock, NY",NA
"3220","Woodstock, VA",NA
"3221","Woodstock, VT",NA
"3222","Woodward, OK",150
"3223","Woonsocket, RI",NA
"3224","Wooster, OH",NA
"3225","Worcester, MA",NA
"3226","Worthington, MN",200
"3227","Worthington, OH",NA
"3228","Wyandotte, MI",NA
"3229","Wyckoff, NJ",NA
"3230","Wylie, TX",1000
"3231","Wynnewood, PA",300
"3232","Wynnwood, FL",300
"3233","Wyoming, RI",NA
"3234","Wytheville, VA",300
"3235","Xenia, OH",NA
"3236","Yachats, OR",NA
"3237","Yakima, WA",150
"3238","Yankton, SD",50
"3239","Yardley, PA",5500
"3240","Yazoo, MS",150
"3241","Yeadon, PA",100
"3242","Yellow Springs, OH",NA
"3243","Yonkers, NY",NA
"3244","Yorba Linda, CA",500
"3245","York, ME",150
"3246","York, PA",NA
"3247","York, SC",300
"3248","Yorktown, NY",1300
"3249","Youngstown, OH",NA
"3250","Ypsilanti, MI",637
"3251","Yreka, CA",200
"3252","Yucaipa, CA",NA
"3253","Yucca Valley, CA",100
"3254","Yuma, AZ",24
"3255","Zachary, LA",NA
"3256","Zanesville, OH",NA
"3257","Zelienople, PA",100
"3258","Zephyrhills, FL",50
"3259","Zinc, AR",NA
"3260","Zionsville, IN",6
